cohort,channel,context,source_lag_frames,horizon_frames,source_to_endpoint_frames,scope,reference,method,n_edges,n_positive,prevalence,auroc,auprc,source_macro_auroc,n_macro_sources
historical80,endpoint_mean,state_average,1,16,17,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6101237693393986,0.30176756656085924,0.5875778024093417,80
historical80,endpoint_mean,state_average,1,16,17,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6032977659641795,0.26847748390814347,0.5763375430275968,80
historical80,endpoint_mean,state_average,1,16,17,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6443223403277493,0.10533608474621553,0.6480872140107952,66
historical80,endpoint_mean,state_average,1,16,17,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6173876688123185,0.21494729443027716,0.5543921751905695,27
historical80,endpoint_mean,state_average,1,16,17,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6073057725305818,0.2776007064269,0.5997663248196298,57
historical80,endpoint_mean,state_average,1,16,17,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5984921087428579,0.2430029627773037,0.5854887416169158,57
historical80,endpoint_mean,state_average,1,16,17,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.64596000129708,0.11342012532004635,0.6680219136174146,47
historical80,endpoint_mean,state_average,1,32,33,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6043822649794973,0.23775776262684334,0.5541716893378356,44
historical80,endpoint_mean,state_average,1,32,33,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.5972316179359094,0.28897235589547376,0.5673307405607235,80
historical80,endpoint_mean,state_average,1,32,33,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.5945814399932494,0.26026894629760927,0.5648690503174786,80
historical80,endpoint_mean,state_average,1,32,33,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6223706027847841,0.09756170149888031,0.6153135038608959,66
historical80,endpoint_mean,state_average,1,32,33,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6097280070680299,0.20277503705495073,0.5376244631399919,27
historical80,endpoint_mean,state_average,1,32,33,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.5878017888365399,0.26460428332799235,0.5747243038419766,57
historical80,endpoint_mean,state_average,1,32,33,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5843483584886406,0.23260201230837108,0.5717267756885394,57
